Case_num	Status	Details
1990212070	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212070, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990212060	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212060, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990212050	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212050, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990212040	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212040, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990212030	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212030, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990212020	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212020, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990212010	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212010, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990212000	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990212000, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990211990	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990211990, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990211980	Case Was Received	On March 18, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990211980, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 17, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990211970	Case Was Received	On March 15, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990211970, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 14, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990211960	Case Was Received	On March 18, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990211960, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 17, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
